Technology Mid-Type,Technology Broad Category,Application - Distribution Infrastructure Services,Subsystem 1 - Technology Broad Category,Subsystem 1 - Technology Mid-Type,Discharge Duration at Rated Power (hrs),Rated Capacity (kWh),Rated Power (kW),Storage Capacity (kWh),Sum for kWh Distribution Services - Distribution Upgrade Deferral,Sum for kWh Distribution Services - Reliability,Announced Date,Annual Maintenance or Warranty Cost (USD),Annual Operational Cost - OPEX (USD),Application - Ancillary Services,Application - Bulk Energy Services (General Energy Applications),Application - Customer Energy Management Services (End-User Services),Application - Others,Application - Transmission Infrastructure Services,Bulk Energy Services - Application 1,Bulk Energy Services - Application 2,Bulk Energy Services - Application 3,Captial Expenditure - CAPEX (USD),City,Commissioned Date,Constructed Date,Contact Information: Email Address,Contact Information: Name,Contact Information: Phone Number,Country,County,Data Source,Debt Provider,Decommissioned Date,Description/Notes,Developer,Energy Storage Technology Provider,Epc 1,Epc 2,Epc 3,Funding Source 1,Funding Source 2,Funding Source 3,Funding Source Amount 1 (USD),Funding Source Amount 2 (USD),Funding Source Amount 3 (USD),Grid Interconnection Level,ID,Installer,Interconnection Type,Iso/Rto,Latest Update Date,Latitude,Longitude,Number of Subsystems,O&M Contractor,Owner(s),Ownership Model,Ownership Model (Other),Paired Grid Resources,Postal Code,Power Electronics Provider,Project Data Validated?,Project Year,Project/Plant Name,Projected Payback Period (years),State/Province/Territory,Status,Street Address,Subsystem 1 - Communications,Subsystem 1 - Controller Type,Subsystem 1 - Depth of Discharge (%),Subsystem 1 - Efficiency Degradation,Subsystem 1 - Enclosure Operating Temperature (deg C),Subsystem 1 - Enclosures,Subsystem 1 - Energy Density (kWh/m^3),Subsystem 1 - Footprint (m^2/MWh),Subsystem 1 - Frequency Ride Through (FRT),Subsystem 1 - Full Load Efficiency (%),Subsystem 1 - High Voltage Ride Through (HVRT),Subsystem 1 - ID,Subsystem 1 - Lagging Power Factor Range,Subsystem 1 - Leading Power Factor Range,Subsystem 1 - Low Voltage Ride Through (LVRT),Subsystem 1 - Maximum Charge Power (kW),Subsystem 1 - Maximum Discharge Power (kW),Subsystem 1 - Maximum Total Current Harmonic Distortion (%),Subsystem 1 - Nominal AC Voltage (kV),Subsystem 1 - Nominal DC Voltage (kV),Subsystem 1 - Nominal Frequency (Hz),Subsystem 1 - Number of Cells,Subsystem 1 - Number of Phases,Subsystem 1 - Operating Frequency Range (Hz) High,Subsystem 1 - Operating Frequency Range (Hz) Low,Subsystem 1 - Operating Temperature (deg C),Subsystem 1 - Overload Capability (%),Subsystem 1 - Ramping Rate (kW/min),Subsystem 1 - Rated Power (kW),Subsystem 1 - Response Time (s),Subsystem 1 - Round-trip Efficiency (%),Subsystem 1 - Specific Energy (kWh/ton-metric),Subsystem 1 - Standby Energy Consumption (kWh),Subsystem 1 - Storage Capacity (kWh),Subsystem 1 - Storage Operating Temperature (deg C),Subsystem 1 - Subsystem Name,Subsystem 1 - Technology Sub-Type,Subsystem 1 - Time Allowed for Overload (s),Subsystem 1 - Topology,Subsystem 1 - Transformer Configuration,Subsystem 1 - Transformer Rating,Subsystem 1 - Warranty Lifetime (cycles),Subsystem 1 - Warranty Lifetime (years),Subsystem 1 - Warranty Lifetime (years) 1,Sum for kW Ancillary Service - Black Start,Sum for kW Ancillary Service - Frequency Regulation,Sum for kW Ancillary Service - Operating Reserve (Non-Spinning),Sum for kW Ancillary Service - Operating Reserve (Spinning),Sum for kW Ancillary Service - Operating Reserve (Supplementary),Sum for kW Ancillary Service - Ramp Support,Sum for kW Ancillary Service - Voltage Support,Sum for kW Bulk Energy Services - Arbitrage,Sum for kW Bulk Energy Services - Firming,Sum for kW Bulk Energy Services - RE Time Shift,Sum for kW Distribution Services - Distribution Upgrade Deferral,Sum for kW Distribution Services - Reliability,Sum for kW Other Services - Electric Supply Capacity,Sum for kW Other Services - Transportation Services,Sum for kW Transmission Services - Stability Damping Control,Sum for kW Transmission Services - Transmission Congestion Relief,Sum for kW Transmission Services - Transmission Upgrade Deferral,Sum for kWh Ancillary Service - Black Start,Sum for kWh Ancillary Service - Frequency Regulation,Sum for kWh Ancillary Service - Operating Reserve (Non-Spinning),Sum for kWh Ancillary Service - Operating Reserve (Spinning),Sum for kWh Ancillary Service - Operating Reserve (Supplementary),Sum for kWh Ancillary Service - Ramp Support,Sum for kWh Ancillary Service - Voltage Support,Sum for kWh Bulk Energy Services - Arbitrage,Sum for kWh Bulk Energy Services - Firming,Sum for kWh Bulk Energy Services - RE Time Shift,Sum for kWh Other Services - Electric Supply Capacity,Sum for kWh Other Services - Transportation Services,Sum for kWh Transmission Services - Stability Damping Control,Sum for kWh Transmission Services - Transmission Congestion Relief,Sum for kWh Transmission Services - Transmission Upgrade Deferral,System Operator,Technology Sub-Type,URL,Utility ID,Utility Type
Pumped hydro storage,Electro-mechanical energy storage,,Electro-mechanical energy storage,Pumped hydro storage,0,,24000,0,0,0,,,,"Voltage Support, Frequency Regulation, Operating Reserve (Spinning)",Electric Energy Time Shift (Arbitrage),,Electric Supply Capacity,,Electric Energy Time Shift (Arbitrage),,,,Dobšiná,1/1/1953,,,,,Slovakia,,GESDB,,,"Slovakia´s first larger pumped storage power plant, the Dobšiná power plant has been operated since 1953. Following its reconstruction in 2003, its power has increased to 2 x 12 MW. It has a horizontal layout - at one axis it has in the middle a motor-generator and on the one side a Francis turbine and on the other a high-pressure pump. It is also interesting in that it moves water from the Hnilec catchment to the Slaná catchment area.",,"Sulzer, Skoda",,,,,,,,,,Transmission,11,,,,,48.8207511,20.37,1,,Slovenské Elektrárne,Third-Party-Owned,,,,,NO,1/1/1953,Dobšiná I Pumped Storage Power Station,,Kosice,Operational,,,,,,,,,,,,,11.1,,,,,,,,,,,,,,,,,24000,,,,,,,Subsystem 1,Open-loop PHS,,,,,,,,0,24000,0,24000,0,0,24000,24000,0,0,0,0,24000,0,0,0,0,0,,0,,0,0,,,0,0,,0,0,0,0,,Open-loop PHS,http://www.seas.sk/en/power-plants/fuel-type/hydro/dobsina-hpp,,
Pumped hydro storage,Electro-mechanical energy storage,,Electro-mechanical energy storage,Pumped hydro storage,0,,8500,0,0,0,,,,"Voltage Support, Frequency Regulation, Operating Reserve (Supplementary), Operating Reserve (Spinning)",Electric Energy Time Shift (Arbitrage),,,,Electric Energy Time Shift (Arbitrage),,,,Loveland,1/1/1954,,,,,United States,,GESDB,,,"The Flatiron Powerplant discharges into Flatiron Reservoir, which regulates the water for release to the foothills storage and distribution system. The afterbay storage in Flatiron Reservoir and the forebay storage in Pinewood Lake enable Flatiron Powerplant to meet daily power loads. The Flatiron reversible pump (Unit 3) lifts water from Flatiron Reservoir, a maximum of 297 feet, and delivers it through Carter Lake pressure conduit and tunnel to Carter Lake. When the flow is reversed, the unit acts as a turbine-generator and produces electric energy.  Flatiron units one and two are on AGC and provide VAR support and are occasionally used for spinning reserve.",,,,,,,,,,,,Transmission,12,,,,,40.364905,-105.24,1,,Bureau of Reclamation,Third-Party-Owned,,,80537,,NO,1/1/1954,Flatiron Powerplant,,Colorado,Operational,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,8500,,,,,,,Subsystem 1,Open-loop PHS,,,,,,,,0,8500,0,8500,8500,0,8500,8500,0,0,0,0,0,0,0,0,0,0,,0,,,0,,,0,0,0,0,0,0,0,,Open-loop PHS,http://www.usbr.gov/projects/Powerplant.jsp?fac_Name=Flatiron+Powerplant,,
Pumped hydro storage,Electro-mechanical energy storage,,Electro-mechanical energy storage,Pumped hydro storage,0,,3600,0,0,0,,,,,Electric Energy Time Shift (Arbitrage),,Electric Supply Capacity,,Electric Energy Time Shift (Arbitrage),,,,Gobantes,1/1/1955,,,,,Spain,,GESDB,,,"Spain is facing many challenges trying to integrate a large amount of renewable energy (wind and solar) into real-time dispatch of its power generation to meet electricity demand. To meet sustainable criteria for grid stability and reliability, the major utilities in Spain are looking into alternative storage projects, and especially pumped storage projects. Spain has one of the most dynamic markets for pumped storage in southern Europe with a total installed capacity of 5, 350 MW in operation against a total estimated potential of 13,000 MW. Spain is slated to construct additional projects in the coming decades. One government report on renewable energy plans for 2011-2020 estimates a target installed capacity of about 6,300 MW by 2015 and 8,800 MW by 2020. Iberdrola, Gas Natural Fenosa (GNF), and Endesa are the three main utilities that are expected to undertake these developments to fulfill the government objective.",,,,,,,,,,,,Transmission,13,,,,,36.95558,-4.8,1,,Endesa,Third-Party-Owned,,,,,NO,1/1/1955,Gobantes Hydroelectric Power Station,,Andalucia,Operational,,,,,,,,,,,,,13.1,,,,,,,,,,,,,,,,,3600,,,,,,,Subsystem 1,Open-loop PHS,,,,,,,,0,0,0,0,0,0,0,3600,0,0,0,0,3600,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,Open-loop PHS,www.endesa.com,,
Pumped hydro storage,Electro-mechanical energy storage,,Electro-mechanical energy storage,Pumped hydro storage,3,297000,99000,297000,0,0,,,,,Electric Energy Time Shift (Arbitrage),,Electric Supply Capacity,,Electric Energy Time Shift (Arbitrage),,,,Trausnitz,1/1/1955,,,,,Germany,,GESDB,,,"Reisach Pumped Storage Power Station belongs to the Jansen Power Plant Group, which utilizes the waters of the Pfreimd and includes two other hydroelectric power plants, Tanzmühle and Trausnitz. This group was recently acquired by the GDF Suez subsidiary Electrabel from the previous owner, E·ON.  Reisach and Tanzmühle are both capable of pumping water into and drawing water from the same upper basin, Rabenleite Reservoir.  See this link for an interesting animation of how the Jansen Power Plant group works: http://goo.gl/IxfCJI",Energieversorgung Ostbayern (OBAG),,,,,,,,,,,Transmission,14,,,,,49.5184508,12.2726348,1,Electrabel,GDF Suez,Utility-Owned,,,,,NO,1/1/1955,Reisach Pumped Storage Power Station,,Bavaria,Operational,Seestraße 6,,,,,,,,,,,,14.1,,,,,,,,,,,,,,,,,99000,,,,,,,Subsystem 1,Open-loop PHS,,,,,,,,0,0,0,0,0,0,0,99000,0,0,0,0,99000,0,0,0,0,0,0,0,0,0,0,0,297000,0,0,297000,0,0,0,0,,Open-loop PHS,https://www.gdfsuez-energie.de/static/de/erzeugung/pfremid/pfreimd-start.swf,,Investor Owned
Pumped hydro storage,Electro-mechanical energy storage,,Electro-mechanical energy storage,Pumped hydro storage,0,,113000,0,0,0,,,,,Electric Energy Time Shift (Arbitrage),,Electric Supply Capacity,,Electric Energy Time Shift (Arbitrage),,,,Limberg,1/1/1956,,,,,Austria,,GESDB,,,"History of the Power Plant  The initial planning for the power plant facilities in the Kaprun Valley date back to the ""centralisation project"" of the Allgemeine Elektricitätsgesellschaft (AEG) Berlin [General Power Company]. The planned pooling of all the water from the Hohe Tauern into the Kaprun Valley was interrupted due to the outbreak of the global economic crisis at the beginning of the 1930's. With Austria's annexation to the German Reich in the spring of 1938, the project was once again made a high priority and re-designed under the head of the newly founded Alpen Elektrowerke AG (AEW [Alpine Power Company]), Hermann Grengg. The new plans contemplated a two stage pumped storage power plant with an upper storage reservoir on the Mooserboden and Wasserfallboden storage lakes above the Limberg Alp. The construction work began with the construction of new and expansion of existing access roads to the construction sites, in particular to the Kapruner Winkel [Kaprun Corner], the building site of the Hauptstufe [main stage] power house, and to the Limberg Alp. When the war ended, the Hauptstufe power house and a makeshift dam on the Wasserfallboden were ready for operation.  Construction of the Oberstufe [upper stage] power house could not begin, however until completion of the Limberg dam, which was to connect airside to the new structure. In the final phase of the work on the barrier, more and more attention was given to the archtectonic design of the Limberg power house. To this end, an invitation to tender was held to design of the crown of dam and powerhouse with architect Harald Bauer's design being selected. For the power house however, the third-placed architect Edith Lassmann's design was selected.  The contract was awarded at the beginning of 1951 and the excavation work for the power house to be attached to the nearly completed dam began immediately thereafter. Between May and August 1951 alone, around 10,000 m³ of rock was removed from the area of the foundations for the new power house. The construction materials were transported via a tow-railway from the Bruck/Fusch station to the Kapruner Winkel and from there taken to the Limberg site with a cement cable railway.  In 1953 the construction work on the main structure was completed. Construction on the stilling basin continued until June 1954 since the final form was not set until after extensive studies and model tests had been carried out by the planning department of Tauernkraftwerke AG.  The first machine set was commissioned on 14 November 1954, the second on1 December 1955. Both of the Möll connecting bridge pumps in the pump cave next to the Drossensperre retaining wall followed on 28 May 1956.  The barracks, equipment and auxiliary cable railway set up for the construction of the dams and power house were removed after construction was completed.",,,,,,,,,,,,,15,,,,,47.3648489,12.64,1,,VERBUND Hydro Power AG,Third-Party-Owned,,,,,NO,1/1/1956,Kaprun Upper Stage Pumped Storage Power Plant,,Salzburg,Operational,,,,,,,,,,,,,15.1,,,,,,,,,,,,,,,,,113000,,,,,,,Subsystem 1,Open-loop PHS,,,,,,,,0,0,0,0,0,0,0,113000,0,0,0,0,113000,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,Open-loop PHS,http://www.verbund.com/pp/en/pumped-storage-power-plant/kaprun-upper-stage,,
Pumped hydro storage,Electro-mechanical energy storage,,Electro-mechanical energy storage,Pumped hydro storage,0,,4600,0,0,0,,,,,Electric Energy Time Shift (Arbitrage),,Electric Supply Capacity,,Electric Energy Time Shift (Arbitrage),,,,Fužine,1/1/1957,,,,,Croatia,,GESDB,,,"The Vinodol hydro power system uses the waters of the basins of Lokvarka (including Križ brook) and Ličanka (Bajer, Lepenica and Potkoš reservoirs) and a few other smaller streams. While this catchment area is not large (about 80 km2), the energy value of this system is confirmed by the fact that the catchment area is located at a height above 700 m and that the gross head of the Vinodol power plant is 658 m, which is one of the highest heads of hydroelectric facilities achieved in Europe. The construction of the facilities began in 1939 and the system has been in operation since 1952. With the aim to increase production, the system was expanded in 1985 to include the pump storage power plant Lepenica.  The main parts of the Vinodol power plant are Lokvarka dam and reservoir, Fužine pump storage power plant and Bajer reservoir, Lepenica dam and reservoir, Lepenica pump storage plant, Križ pumping station, Lič pumping station, Lokvarka-Ličanka tunnel, Križ connecting tunnel, Lič pipeline, Kobljak-Razromir tunnel, penstock and powerhouse of Vinodol power plant.  Energy data:  Installed flow: Qi = 10 m3/s in Turbine mode, 9 m3/s in pumping mode Net head: H = 37 m Installed capacity: 4.6 MW (turbine mode) Motor power: 4.8 (in pumping mode)",,,,,,,,,,,,,16,,,,,45.3049852,14.71,1,,HEP Proizvodnja,Third-Party-Owned,,,,,NO,1/1/1957,Fužine Pumped Hydro Storage Power Plant,,Primorje-Gorski Kotar County,Operational,,,,,,,,,,,,,16.1,,,,,,,,,,,,,,,,,4600,,,,,,,Subsystem 1,Open-loop PHS,,,,,,,,0,0,0,0,0,0,0,4600,0,0,0,0,4600,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,Open-loop PHS,http://www.hep.hr/proizvodnja/en/basicdata/hydro/west/vinodol.aspx#fuzine,,
Pumped hydro storage,Electro-mechanical energy storage,,Electro-mechanical energy storage,Pumped hydro storage,0,,48000,0,0,0,,,,,Electric Energy Time Shift (Arbitrage),,Electric Supply Capacity,,Electric Energy Time Shift (Arbitrage),,,,Argentat,1/1/1957,,,,,France,,GESDB,,,"The power plant is located at the Argentat Dam on the Dordogne River and uses bulb turbines. The plant's technical features include foundations 34 meters high, a crest length of 196 meters, a crest width of 27.35 meters, a base width of 35.50 meters, and a dam volume of 85,000 m3.",Électricité de France (EDF),"Voest, Alsthom-Jeumont",,,,,,,,,,Transmission,17,,,,,45.1042411,1.95386993,1,,Électricité de France (EDF),Utility-Owned,,,,,NO,1/1/1957,Argentat Pumped Storage Power Station,,Correze,Operational,Barrage d'Argentat,,,,,,,,,,,,17.1,,,,,,,,,,,,,,,,,48000,,,,,,,Subsystem 1,Open-loop PHS,,,,,,,,0,0,0,0,0,0,0,48000,0,0,0,0,48000,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,Open-loop PHS,http://fr.wikipedia.org/wiki/Barrage_d&#039;Argentat,,Investor Owned
Pumped hydro storage,Electro-mechanical energy storage,,Electro-mechanical energy storage,Pumped hydro storage,0,,232000,0,0,0,,,,,Electric Energy Time Shift (Arbitrage),,Electric Supply Capacity,,Electric Energy Time Shift (Arbitrage),,,,Lunersee,1/1/1958,1/1/1954,,,,Austria,,GESDB,,,"The Lünerseewerk is primarily used as a pumped storage plant built in 1958.   The power house of the Lünerseewerkes is a typical construction of the 50s. Even in the wake of modernization in the powerhouse Illwerke are trying to take on the architecture of consideration and to obtain the greatest possible extent.  Technical features The Lünerseewerk was at the time of commissioning the most powerful pumped storage plant in the world. The penstock to Lünerseewerk was conducted freely concrete benchmarks, the transmission of the anchor forces was not made",,,,,,,,,,,,,18,,,,,47.0531826,9.75,1,,Vorarlberger Illwerke AG,Utility-Owned,,,,,NO,1/1/1958,Lünerseewerk Pumped Hydro Storage Plant,,6773 Vandans,Operational,,,,,,,,,,,,,18.1,,,,,,,,,,,,,,,,,232000,,,,,,,Subsystem 1,Open-loop PHS,,,,,,,,0,0,0,0,0,0,0,232000,0,0,0,0,232000,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,Open-loop PHS,http://www.illwerke.at/inhalt/at/192.htm,,
Pumped hydro storage,Electro-mechanical energy storage,,Electro-mechanical energy storage,Pumped hydro storage,5.62,899200,160000,899200,0,0,,,,,Electric Energy Time Shift (Arbitrage),,Electric Supply Capacity,,Electric Energy Time Shift (Arbitrage),,,,Happurg,1/1/1958,,,,,Germany,,GESDB,,,"The Happurg Pumped Storage Power Plant utilizes four Francis turbine sets and a 209 meter elevation drop between the upper reservoir and the lower basin, Happurger Lake.   In January 2011, the upper reservoir began to leak. Its water was drained into the lower lying lake and owner/operator E·ON found that the reservoir was in need of an overhaul. The rehabilitation project is currently underway and the power plant is expected to return to operation in 2017.",Fränkischen Überlandwerk,Voith,,,,,,,,,,Transmission,19,,,,,49.4870233,11.47468586,1,,E·ON,Utility-Owned,,,91230,,NO,1/1/1958,Happurg Pumped Storage Power Plant,,Bavaria,Offline/Under Repair,Hauptstraße 26,,,,,,,,,,,,19.1,,,,,,,,,,,,,,,,,160000,,,,,,,Subsystem 1,Open-loop PHS,,,,,,,,0,0,0,0,0,0,0,160000,0,0,0,0,160000,0,0,0,0,0,0,0,0,0,0,0,899200,0,0,899200,0,0,0,0,,Open-loop PHS,http://n-land.de/lokales/lok-detail/datum/2013/07/25/wassermassen-auf-der-bdquotiefgarageldquo.html#.UgcO5dJn-70,,Investor Owned
Pumped hydro storage,Electro-mechanical energy storage,,Electro-mechanical energy storage,Pumped hydro storage,0,,164000,0,0,0,,,,,Electric Energy Time Shift (Arbitrage),,Electric Supply Capacity,,Electric Energy Time Shift (Arbitrage),,,,Sierre,1/1/1958,1/1/1954,,,,Switzerland,,GESDB,,,"The Motrices Gougra Forces use of water power from the Val d'Anniviers Valley Turtmann through Moiry dam built in 1954 above Grimentz. It is 148 meters high and 610 meters long. The water reservoir feeds the plants Mottec, Vissoie and Chippis (Navizence).",,,,,,,,,,,,Transmission,20,,,,,46.291289,7.54,1,,Alpiq,Third-Party-Owned,,,,,NO,1/1/1958,Gougra Pumped Hydro Storage Power Station,,Valais,Operational,,,,,,,,,,,,,20.1,,,,,,,,,,,,,,,,,164000,,,,,,,Subsystem 1,Open-loop PHS,,,,,,,,0,0,0,0,0,0,0,164000,0,0,0,0,164000,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,Open-loop PHS,http://www.alpiq.com/what-we-offer/our-assets/hydropower/storage-power-plants/gougra-storage-power-station.jsp,,
Pumped hydro storage,Electro-mechanical energy storage,,Electro-mechanical energy storage,Pumped hydro storage,6,1044000,174000,1044000,0,0,,,,,Electric Energy Time Shift (Arbitrage),,Electric Supply Capacity,,Electric Energy Time Shift (Arbitrage),,,,Niagara-on-the-Lake,1/1/1958,,,,,Canada,,GESDB,,,"The 174 megawatt Sir Adam Beck Pump Generating Station and its 300-hectare reservoir were constructed concurrent with the Sir Adam Beck II Generating Station.  Water diverted to the Sir Adam Beck generating complex is typically pumped into the reservoir at night so it can be used to generate electricity during subsequent periods of high electricity demand. Six mixed-flow variable-pitch reversible pump-turbines are installed at the pump generating station. The six pumps are capable, in a period of about eight hours, of filling the reservoir.",,,,,,,,,,,,Transmission,21,,,IESO,,43.1478489,-79.0451546,1,,Ontario Power Generation,Third-Party-Owned,,,,,NO,1/1/1958,Sir Adam Beck Hydroelectric Generating Station,,Ontario,Operational,14000 Niagara Parkway,,,,,,,,,,,,21.1,,,,,,,,,,,,,,,,,174000,,,,,,,Subsystem 1,Open-loop PHS,,,,,,,,0,0,0,0,0,0,0,174000,0,0,0,0,174000,0,0,0,0,0,0,0,0,0,0,0,1044000,0,0,1044000,0,0,0,0,,Open-loop PHS,http://www.opg.com/power/hydro/niagara_plant_group/adambeckpgs.asp,,
Pumped hydro storage,Electro-mechanical energy storage,,Electro-mechanical energy storage,Pumped hydro storage,3,105000,35000,105000,0,0,,,,,Electric Energy Time Shift (Arbitrage),,Electric Supply Capacity,,Electric Energy Time Shift (Arbitrage),,,,Tännesberg,1/1/1959,,,,,Germany,,GESDB,,,"Tanzmühle is a combined pumped storage and traditional power plant in the town of Tännesberg along the River Pfreimd in the Oberpfälzer Forest. The traditional hydroelectric component is rated at 3.3 MW while the pumped storage component is rated at 35 MW while generating and 25 MW while pumping. The plant is a member of the Jansen Power Plant Group, which utilizes the waters of the Pfreimd and includes two other hydroelectric power plants, Reisach and Trausnitz.  Tanzmühle is connected via tunnel to two elevated reservoirs, the off-stream Rabenleite Reservoir and the Kainzmühl Reservoir, which is created by a dam upstream on the Pfreimd. This allows Tanzmühle to draw water from one reservoir to generate electricity and pump it up to the other reservoir for storage.  The plant's traditional hydroelectric component draws running water from the Pfreimd and releases it back into the river. It may later be pumped up to the Rabenleite Reservoir by Reisach Power Plant or used to generate electricity by the traditional hydroelectric plant, Trausnitz.   See this link for an interesting animation of how the Jansen Power Plant group works: http://goo.gl/IxfCJI",Energieversorgung Ostbayern (OBAG),,,,,,,,,,,Transmission,22,,,,,49.5538657,12.2839446,1,Electrabel,GDF Suez,Utility-Owned,,,92723,,NO,1/1/1959,Tanzmühle Pumped Storage Power Plant,,Bavaria,Operational,Tanzmühle,,,,,,,,,,,,22.1,,,,,,,,,,,,,,,,,35000,,,,,,,Subsystem 1,Open-loop PHS,,,,,,,,0,0,0,0,0,0,0,35000,0,0,0,0,35000,0,0,0,0,0,0,0,0,0,0,0,105000,0,0,105000,0,0,0,0,,Open-loop PHS,https://www.gdfsuez-energie.de/static/de/erzeugung/pfremid/pfreimd-start.swf,,Investor Owned
Pumped hydro storage,Electro-mechanical energy storage,,Electro-mechanical energy storage,Pumped hydro storage,0,,80000,0,0,0,,,,,Electric Energy Time Shift (Arbitrage),,Electric Supply Capacity,,Electric Energy Time Shift (Arbitrage),,,,Piana Degli Albanesi,1/1/1960,,,,,Italy,,GESDB,,,"Pumped hydro was first used in Italy and Switzerland in the 1890's.  In essence, hydro pumped storage is electricity generated from the kinetic energy of falling water. This water is pumped into storage reservoirs using excess power during low demand periods and then released during high demand periods.",,,,,,,,,,,,Transmission,23,,,,,37.9937488,13.29,1,,Enel Greenpower,Utility-Owned,,,,,NO,1/1/1960,Gaudalami Hydro Power Station,,Sicily,Operational,,,,,,,,,,,,,23.1,,,,,,,,,,,,,,,,,80000,,,,,,,Subsystem 1,Open-loop PHS,,,,,,,,0,0,0,0,0,0,0,80000,0,0,0,0,80000,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,Open-loop PHS,http://www.enel.it/it-IT/impianti/mappa/dettaglio/guadalami-piana-degli-albanesi/p/090027d98192f9cd,,Investor Owned
Pumped hydro storage,Electro-mechanical energy storage,,Electro-mechanical energy storage,Pumped hydro storage,11.25,553500,49200,553500,0,0,,,,,Electric Energy Time Shift (Arbitrage),,Electric Supply Capacity,,Electric Energy Time Shift (Arbitrage),,,,Vagen,1/1/1960,1/1/1958,,,,Germany,,GESDB,,,"Between 1958 and 1960, a second pumped storage power plant was added near Leitzachwerk 1 on Seehamer Lake. While Leitzachwerk 1 uses Francis turbines to generate electricity, the Leitzachwerk 2 plant uses two Kaplan turbines rated at 24.6 MW each.",,"Voith, Escher-Wyss",,,,,,,,,,Transmission,24,,,,,47.8483283,11.86,1,,Stadtwerke München,Utility-Owned,,,,,NO,1/1/1960,Leitzachwerk II,,Bavaria,Operational,Seehamer See,,,,,,,,,,,,24.1,,,,,,,,,,,,,,,,,49200,,,,,,,Subsystem 1,Open-loop PHS,,,,,,,,0,0,0,0,0,0,0,49200,0,0,0,0,49200,0,0,0,0,0,0,0,0,0,0,0,553500,0,0,553500,0,0,0,0,,Open-loop PHS,http://www.swm.de/dms/swm/pressemitteilungen/2013/07/versorgung20130730/Pressemitteilung%20vom%2030.07.2013.pdf,,Public Owned
Pumped hydro storage,Electro-mechanical energy storage,,Electro-mechanical energy storage,Pumped hydro storage,0,,13500,0,0,0,,,,,Electric Energy Time Shift (Arbitrage),,Electric Supply Capacity,,Electric Energy Time Shift (Arbitrage),,,,Kami,1/1/1961,,,,,Japan,,GESDB,,,"Environmentally friendly hydroelectric power is well suited to Japan's unique topographical characteristics and climate, which provides abundant rainfall. Although hydroelectric power was once a main source of energy, the ratio of hydroelectric to thermal power has been reversed since 1959. Hydroelectric power plants can quickly be adjusted, and this makes hydroelectricity ideal for the role of compensating for potential shortfalls to meet peak demand. Pumped storage hydroelectric power plants, which pump in water during low-demand evening hours and use it to generate power during peak hours, have become the mainstream of hydroelectric power generation in recent years in Japan.",,,,,,,,,,,,Transmission,25,,,,,33.6037185,133.69,1,,Shikoku Electric Power Company,Utility-Owned,,,,,NO,1/1/1961,Ananaigawa Hydroelectric Power Station,,Kōchi,Operational,,,,,,,,,,,,,25.1,,,,,,,,,,,,,,,,,13500,,,,,,,Subsystem 1,Open-loop PHS,,,,,,,,0,0,0,0,0,0,0,13500,0,0,0,0,13500,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,Open-loop PHS,http://www.yonden.co.jp/english/,,Investor Owned
Pumped hydro storage,Electro-mechanical energy storage,,Electro-mechanical energy storage,Pumped hydro storage,0,,137000,0,0,0,,,,,Electric Energy Time Shift (Arbitrage),,Electric Supply Capacity,,Electric Energy Time Shift (Arbitrage),,,,Aoi-ku,1/1/1961,1/1/1957,,,,Japan,,GESDB,,,"The Hatanagi-I (畑薙第一ダム)) is a dam on the Ōi River in Aoi-ku, Shizuoka, Shizuoka Prefecture on the island of Honshū, Japan. With a height of 125 metres (410 ft), it is the tallest hollow-core concrete gravity dam in the world. It has a hydroelectric power generating station owned by the Chubu Electric Power Company. It supports a 137 MW pumped-storage hydroelectric power station.  http://en.wikipedia.org/wiki/Hatanagi-I_Dam",,,,,,,,,,,,,26,,,,,35.308032,138.2,1,,Chubu Electric Power Company,Utility-Owned,,,,,NO,1/1/1961,Hatanagi No. 1 Pumped Hydro Power Station,,Shizuoka,Operational,,,,,,,,,,,,,26.1,,,,,,,,,,,,,,,,,137000,,,,,,,Subsystem 1,Open-loop PHS,,,,,,,,0,0,0,0,0,0,0,137000,0,0,0,0,137000,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,,Open-loop PHS,http://www.chuden.co.jp/english/resource/ir/eirl_investorsdatabook_2013_09.pdf,,Investor Owned
